time_s,surge_m,sway_m,heave_m,roll_deg,pitch_deg,yaw_deg,tension_kN
0.0,0.13906853155654283,0.7730612246852292,-0.31153467384692046,0.3546242479936074,-0.8629659694875654,0.2495835416170704,1142.0476508077786
0.5,0.4100200838002143,0.8818211594401923,-0.11850039545940605,0.6156875184096385,-0.42105357867423415,0.29512509030255035,1152.9097378465083
1.0,0.6617159804761836,0.9856633452182194,0.0819796985887916,0.8418188128989773,0.05001118185327141,0.3405675267434207,1163.1994125231022
1.5,0.884844197112723,1.0802421154206678,0.27730870667441426,1.0201882255447754,0.517613332069234,0.38589558994688844,1172.4026644473734
2.0,1.0718788049827799,1.1616657766819993,0.4552133888496016,1.1406756940714553,0.9493776317366266,0.431094057330274,1180.0720716272288
2.5,1.2175484021952496,1.2266944695710227,0.6045153396456333,1.1964451771038178,1.3154101359258796,0.4761477498332316,1185.8548239583913
3.0,1.3191628937348878,1.27290482885218,0.7158333683998297,1.1843325074621176,1.5903679537794235,0.5210415370153526,1189.514803111046
3.5,1.3767780907031417,1.2988130546580887,0.7821729539664927,1.1050249160413788,1.7552139072091215,0.5657603421374412,1190.9473315135594
4.0,1.3931877894198819,1.3039501247292207,0.7993657362045399,0.9630220407122363,1.7985346027095672,0.6102891472247552,1190.1856637601438
4.5,1.3737438311103962,1.2888853161062985,0.7663314293753246,0.7663806324631333,1.717330657315105,0.6546129981105125,1187.3988126223014
5.0,1.3260154515019555,1.2551968380969956,0.6851457004686087,0.5262574432725595,1.517224366045392,0.6987170094579684,1182.8808463216412
5.5,1.2593093276457157,1.2053910728171693,0.5609097474118258,0.25627623066919225,1.2120704326262457,0.742586369759377,1177.0323296126871
6.0,1.1840804821687285,1.1427745378545442,0.4014297720434079,-0.028245207052664055,0.8229967152147698,0.78620634631016,1170.3350748565751
6.5,1.11127106297122,1.071285094229568,0.2167264877420735,-0.3111641096194197,0.37694140275062404,0.8295622901566104,1163.3217896233473
7.0,1.051618548214612,0.9952909991235841,0.018405481151638616,-0.5764286390480722,-0.09521209695174788,0.8726396410154682,1156.5425280293143
7.5,1.014976847544463,0.9193680410290332,-0.18107200951017804,-0.8089886053004308,-0.5607734231346851,0.9154239321637212,1150.5300538479091
8.0,1.0096929601498996,0.848066111590727,-0.3691720798782032,-0.9956493619044948,-0.9875086355280681,0.957900795296982,1145.7662918085289
8.5,1.0420783593940561,0.7856771065640511,-0.5340757107475448,-1.1258204244648755,-1.3458719867215079,1.0000559653548158,1142.6519751218198
9.0,1.1160083217024925,0.7360159805981173,-0.6654214005175507,-1.1921163380425865,-1.6110515728739376,1.0418752853113928,1141.4813964379198
9.5,1.2326743781576972,0.7022261104094534,-0.7549562164443162,-1.190775702271552,-1.7646872286104236,1.0833447109298617,1142.4238487754583
10.0,1.3905054459524373,0.686618882485956,-0.7970543567571431,-1.121874580179005,-1.7961417246942206,1.1244503154788443,1145.5129226023018
10.5,1.5852625980443849,0.6905556778447557,-0.7890706404740464,-0.9893221826329461,-1.7032372549138355,1.1651782944094673,1150.6443316168102
11.0,1.810301518991333,0.7143782663920497,-0.731506713851148,-0.8006390732661494,-1.49240622024699,1.205514969991361,1157.5824038873427
11.5,2.056986158568701,0.7573911571405023,-0.6279795301034776,-0.566530477760628,-1.1782458705001884,1.2454467959060724,1165.9748305300377
12.0,2.3152275944182765,0.8178968035788683,-0.484994082932249,-0.30027890644492466,-0.7825076385770267,1.2849603617963392,1175.3747452519485
12.5,2.5741142475914254,0.8932818707118221,-0.31153467384692085,-0.01699055069298285,-0.33259114255790156,1.3240423977697113,1185.268747459917
13.0,2.822593854768072,0.9801501688824397,-0.11850039545940626,0.26726179001892963,0.14035287404907068,1.3626797788549927,1195.1091081779873
13.5,3.0501643488251426,1.0744954819872639,0.08197969858879096,0.5363506230489224,0.603579317686804,1.4008595294100201,1204.3481351934024
14.0,3.2475302396367765,1.1719054852192352,0.277308706674414,0.7750087806268504,1.0250159076996428,1.4385688274792892,1212.4725381774012
14.5,3.4071832546871823,1.2677863635739723,0.4552133888496015,0.9696956260401877,1.3754837559237096,1.4757950090999683,1219.0356345270643
15.0,3.523870758061233,1.3575966877236736,0.6045153396456325,1.109365302431563,1.630717617264711,1.512525572554853,1223.6853723482964
15.5,3.5949225176231145,1.4370786322298361,0.7158333683998293,1.1860934364337952,1.7730459357348882,1.5487481825708365,1226.1864098228323
16.0,3.6204152906441287,1.5024747564589502,0.7821729539664927,1.195526739650215,1.7926143650681332,1.5844506744614784,1226.4348636597745
16.5,3.603164888548968,1.550719304086614,0.7993657362045399,1.1371299991505412,1.6880680513561965,1.619621058212287,1224.464799958896
17.0,3.548546221514658,1.5795942752530099,0.7663314293753244,1.0142164435975887,1.4666454386925398,1.6542475225073427,1220.4460596659217
17.5,3.464152632256814,1.5878423201291603,0.6851457004686089,0.8337597621360268,1.143677103028504,1.6883184386959074,1214.6735552777523
18.0,3.3593159263298156,1.5752307024357748,0.560909747411826,0.6059984414399168,0.7415243133429569,1.7218223646976896,1207.5487113466518
18.5,3.2445172591570017,1.5425630742540994,0.4014297720434078,0.3438548694636905,0.2880308106709765,1.7547480488454532,1199.5542149646803
