time_s,tension_kN,opb_interlink_angle_deg,ipb_interlink_angle_deg,fairlead_x_m,fairlead_y_m,fairlead_z_m,line_length_m,fairlead_angle_in_plane_deg,fairlead_angle_out_of_plane_deg
0.0,1142.0476508077786,-0.10076842108182772,0.22254446635164557,41.212516336684665,1.0386318551317182,-13.694164521513645,817.88994811347,0.8873549227320301,-0.40179545224730195
0.5,1152.9097378465083,-0.13018103990830512,0.10966700823630234,41.37847410584452,1.2432875626945297,-13.816987212730877,817.7006654710057,0.4372769236419048,-0.5190728329613002
1.0,1163.1994125231022,-0.156234849489534,-0.01093957832304069,41.51553734565585,1.4341937001676905,-13.952175936242888,817.5367401102437,-0.043619546406623036,-0.6229575826782209
1.5,1172.4026644473734,-0.1783676097059788,-0.13082446736879394,41.62211862434616,1.6038893529365952,-14.089099675761156,817.4021182745369,-0.5216383810238773,-0.7112078728502403
2.0,1180.0720716272288,-0.19638991619268314,-0.24158830829455438,41.69910151277691,1.7460603322190122,-14.217232966641207,817.2983087380176,-0.9632887222679353,-0.7830684885830665
2.5,1185.8548239583913,-0.21039864132621489,-0.3354728646031609,41.74963244891434,1.8558734206479148,-14.326918639621795,817.224415285795,-1.3376360361989716,-0.8389256905716227
3.0,1189.514803111046,-0.22066043106472225,-0.40590246560098453,41.77864846017916,1.9302274795313639,-14.410017967362785,817.1774536633181,-1.6184610514241116,-0.8798426802851178
3.5,1190.9473315135594,-0.22749915982878102,-0.4479402366608489,41.79223381099864,1.967908571498616,-14.460421120211889,817.1528674132908,-1.7860788929376843,-0.907110847108138
4.0,1190.1856637601438,-0.23121775299807126,-0.4586289426226148,41.796925515986615,1.9696419807896317,-14.474411009433155,817.1451260443505,-1.828698132176917,-0.9219380499970811
4.5,1187.3988126223014,-0.23207361177710642,-0.4371941964682634,41.799086807967,1.938039860996603,-14.450884728002428,817.1482874081041,-1.7432310440511622,-0.9253506286749092
5.0,1182.8808463216412,-0.2303107976936438,-0.38509646199804654,41.804440403576265,1.8774488597797299,-14.391436797591066,817.156433139744,-1.5355009580004682,-0.9183217333693291
5.5,1177.0323296126871,-0.22623533754893313,-0.3059278196834687,41.81780714917961,1.7937071943179057,-14.300300250492572,817.1639335720932,-1.2198306309169458,-0.9020715893819566
6.0,1170.3350748565751,-0.2203069965773391,-0.20515991248408966,41.843041989963446,1.6938250723582697,-14.184132144320708,817.1655536130497,-0.8180372276809178,-0.8784334255982493
6.5,1163.3217896233473,-0.2132151277314594,-0.08976038359084114,41.88311155165733,1.5856059128819244,-14.051627350757911,817.1564587023252,-0.3579029375630182,-0.8501559094913441
7.0,1156.5425280293143,-0.2059091827011362,0.03229464040283763,41.94022809885743,1.4772284142213519,-13.91295372543727,817.132206938851,0.12876890901451427,-0.8210248041704727
7.5,1150.5300538479091,-0.19956525556769303,0.1525763452294897,42.015951109382286,1.3768111109760361,-13.779023304388005,817.0888119534447,0.6083699732075961,-0.7957295673865613
8.0,1145.7662918085289,-0.19548580409962077,0.26278689335686434,42.11119131556956,1.2919816856011292,-13.660642875188474,817.0229311179328,1.0478141616930225,-0.7794635087350716
8.5,1142.6519751218198,-0.1949466009835718,0.35532973746880997,42.22609623462529,1.229473023369017,-13.567614786411584,816.9321836305108,1.4168116462523623,-0.7773135359803124
9.0,1141.4813964379198,-0.1990190263236772,0.4238280945952559,42.35984792826088,1.194766873205218,-13.507877011771116,816.8155476431755,1.689936183526479,-0.7935515792452982
9.5,1142.4238487754583,-0.20840368121099273,0.463558315150909,42.510447092463195,1.1918039959715652,-13.486775302502107,816.6737417883171,1.8483530939500412,-0.8309711558760745
10.0,1145.5129226023018,-0.22331091681887225,0.47177141734623523,42.67457863471117,1.2227767754199723,-13.506549219223452,816.5094781445874,1.881101320780396,-0.8904110022934477
10.5,1150.6443316168102,-0.2434149861221195,0.44788309456327713,42.84764516296336,1.2880163455242868,-13.566091021488038,816.3274875453659,1.7858510493862052,-0.9705722624480543
11.0,1157.5824038873427,-0.2678929825059007,0.3935198023789557,43.02401779914014,1.3859813305509692,-13.661006460693999,816.1342615942253,1.5690874707337783,-1.0681737483256855
11.5,1165.9748305300377,-0.2955412267958393,0.3124163083630239,43.19749861331475,1.5133494460145307,-13.783973830283434,815.9375177293963,1.2457022801441016,-1.1784160117159084
12.0,1175.3747452519485,-0.3249449425331776,0.21016868347428908,43.361931522981266,1.6652068407263867,-13.925365592003008,815.7454577881496,0.8380087761442614,-1.2956578930076807
12.5,1185.268747459917,-0.3546661630462191,0.09385622026444611,43.51185530741923,1.8353237574004977,-14.074068524930187,815.5659396697927,0.3742343291928011,-1.414165765902524
13.0,1195.1091081779873,-0.3834124341609344,-0.02844426981497133,43.643075901030585,2.016499552637715,-14.218417042927575,815.4057028014817,-0.11341626802775932,-1.5287862082887498
13.5,1204.3481351934024,-0.41015529419004115,-0.1482189776652518,43.753050028297224,2.200956002369911,-14.347143908195044,815.2697756949806,-0.5909957754948126,-1.6354184192971546
14.0,1212.4725381774012,-0.4341808235308208,-0.2571123961419186,43.84101423352084,2.3807555650066283,-14.450256018115498,815.1611515362057,-1.0251881529665017,-1.7312157764783347
14.5,1219.0356345270643,-0.4550713620843168,-0.34751365372035986,43.907850743015935,2.5482209859641722,-14.519760540263437,815.0807570127056,-1.385646457090957,-1.814512937391232
15.0,1223.6853723482964,-0.4726337864853782,-0.4130907425730532,43.95573899536204,2.6963340576496018,-14.550194723430826,815.0276765362424,-1.6471229771133697,-1.8845398583157285
15.5,1226.1864098228323,-0.48680172994276144,-0.44923420304093986,43.98768456224795,2.8190939953564906,-14.538943979775299,814.9995446658615,-1.7912383446915157,-1.9410319139394927
16.0,1226.4348636597745,-0.49754397420447466,-0.45337954605695974,44.00703571952404,2.911819160584873,-14.486358824961677,814.9929954964751,-1.8077671337105417,-1.983864627253331
16.5,1224.464799958896,-0.5048077121554131,-0.4251870150825121,44.01708901509221,2.9713792586740944,-14.395695500507792,815.0040635179183,-1.6953546277760108,-2.0128274396470394
17.0,1220.4460596659217,-0.50851429768855,-0.3665670794981931,44.02085249724445,2.996348376232178,-14.272905803306463,815.028462676942,-1.461618470397073,-2.0276067643064057
17.5,1214.6735552777523,-0.5086093285654685,-0.28154982496506886,44.020987787092295,2.9870722840451744,-14.126292505579455,815.0617193583354,-1.1226278831949394,-2.027985682361874
18.0,1207.5487113466518,-0.5051526539794113,-0.1760062169100849,44.019901882929915,2.9456464999253384,-13.966035361864439,815.0991871912179,-0.701792255574772,-2.0142028314085105
18.5,1199.5542149646803,-0.4984214988341822,-0.05723919092747317,44.01991891374952,2.8758049614616477,-13.803587298585153,815.1360128554693,-0.22823069328731616,-1.9873635945058312
19.0,1191.2236627664915,-0.48899455331149055,0.06652764859024082,44.02344133828333,2.782723025883706,-13.650946300247446,815.16714103281,0.265266701267049,-1.9497753917838216
19.5,1183.108011657375,-0.4777878426926373,0.18672726706194104,44.033015101116376,2.672742936759244,-13.519825949461286,815.1874375812168,0.7445404612932387,-1.9050907047264514
20.0,1175.7409413053829,-0.4660236386185409,0.29504986647605635,44.051243424266545,2.5530346625493365,-13.420771645326106,815.1919746307041,1.1764568032676264,-1.858183115567713
20.5,1169.6053048124645,-0.4551290867610708,0.38402236215976426,44.080541743248304,2.431209656339432,-13.362292393060414,815.1764688171852,1.5312181834402623,-1.8147431038695117
21.0,1165.1027756034894,-0.4465780514643279,0.4475244483289188,44.12277878659827,2.3149089822825903,-13.350092213072282,815.1378088795824,1.784421013821653,-1.780647431263433
21.5,1162.528597740116,-0.44170400676585564,0.48120544121916,44.17889075852518,2.211389761454323,-13.386486172832095,815.0745673725637,1.918717747115543,-1.7612130789844989
22.0,1162.0530261977397,-0.4415201206006065,0.4827751779624533,44.24857409404338,2.1271345188707302,-13.470073358438066,814.9873761115459,1.9249767822171109,-1.7604798668915131
22.5,1163.7106232869623,-0.4465826915298797,0.45215240215740504,44.33015078105555,2.0675065574803098,-13.595715523690345,814.8790619069416,1.802874124245863,-1.7806659326671155
23.0,1167.3980837687961,-0.4569254789542622,0.39146396532623945,44.42066096120318,2.0364710749753954,-13.754839761511473,814.7544849859509,1.5608902005029377,-1.8219058856807973
23.5,1172.8807253217976,-0.4720771712368548,0.3048971319260972,44.516180969498976,2.036396813419568,-13.936050178691117,814.6200858947027,1.2157209540047456,-1.8823204579013209
24.0,1179.8072365416185,-0.49115607540183953,0.19841525004831256,44.61230707356297,2.0679472338966836,-14.126000425837095,814.4832111567748,0.791144132953971,-1.958394061566581
24.5,1187.7317558005193,-0.5130196624550644,0.07935438582552107,44.70470251884767,2.1300642486688597,-14.310449256994165,814.3513364614612,0.3164109449991376,-2.0455710735063155
25.0,1196.141893667694,-0.5364358498887472,-0.044074437072079434,44.789590333294186,2.220042055628242,-14.475399039598054,814.2313257448002,-0.17573867076413863,-2.138938792468431
25.5,1204.4909381336856,-0.5602401944855804,-0.16334603958458035,44.86409088321732,2.3336840490733373,-14.608206808927553,814.128850162586,-0.6513121386946885,-2.233854216368628
26.0,1212.232219059403,-0.5834487905986749,-0.2702078354928075,44.926346294446255,2.4655323227329213,-14.69856256580756,814.0480470117992,-1.0774037967155967,-2.326394203312687
26.5,1218.8534725964412,-0.6053090146239373,-0.35725178670791063,44.975430866601755,2.6091568861421877,-14.739250438081203,813.9914376833492,-1.424475462306788,-2.4135578058000697
27.0,1223.9090463254277,-0.6252863220506261,-0.41843045714750493,45.01110130043859,2.757490153467906,-14.726641008255784,813.9600626847819,-1.6684141019447405,-2.4932136264035476
27.5,1227.047921532969,-0.6430013083881391,-0.4494796016078156,45.033478147551286,2.9031912252284915,-14.660899650086133,813.9537469654489,-1.7922168261155582,-2.5638488598489135
28.0,1228.035791870566,-0.6581433422734964,-0.44821690931055463,45.042761147208516,3.0390236892409654,-14.545926978742697,813.9713912190763,-1.7871820739860675,-2.6242249209957946
